Country,Year, Population (People), GDP-PPP (Million Intl$ (2005)), GDP-USD (Million US$ (2005)), Energy Use (Thous. tonnes oil eq. (ktoe))
Togo,1988,3579803,,1552.92091,1162.983
Tonga,1988,94687,,179.3016694,
Trinidad & Tobago,1988,1204890,,7969.065635,5492.477
Tunisia,1988,7857619,,14865.05008,4380.697
Turkey,1988,52125597,,246998.668,47314.568
Turkmenistan,1988,3479088,,6202.729582,
Uganda,1988,16320417,,3060.168047,
Ukraine,1988,51521000,,140861.003,
United Arab Emirates,1988,1609170,,66395.23108,17744.75
United Kingdom,1988,56928327,,1440338.33,207404.534
United States of America,1988,244499000,,7787364.014,1919309.241
Uruguay,1988,3069112,,12143.5505,2348.933
Uzbekistan,1988,19606739,,10713.46399,
Vanuatu,1988,139369,,238.255978,
Venezuela,1988,18766017,,107161.9888,39884.462
Vietnam,1988,63263000,,17628.02049,17866.424
Yemen,1988,10815614,,,2376.863
Zambia,1988,7446478,,5390.255995,5421.385
Zimbabwe,1988,9854098,,6307.205953,8657.473
World,1988,5101468580,,28582679.98,8285178.818
European Union (15),1988,362936460,,8827071.587,1275283.919
European Union (28),1988,469951795,,9119497.506,1613095.631
Afghanistan,1989,11215323,,,
Albania,1989,3404408,,6215.617487,2893.65
Algeria,1989,25576596,,66236.47312,20719.133
Angola,1989,10051133,,16036.96523,5499.372
Antigua & Barbuda,1989,61967,,584.4632511,
Argentina,1989,32170407,,109046.7921,46507.351
Armenia,1989,3542720,,,
Australia,1989,16814400,,411127.5384,84039.167
Austria,1989,7619567,,206324.0992,23917.695
Azerbaijan,1989,7104058,,,
Bahamas,1989,251863,,5831.818021,
Bahrain,1989,481142,,6931.55828,4165.559
Bangladesh,1989,104779345,,27330.35048,12098.309
Barbados,1989,258443,,3328.253518,
Belarus,1989,10170000,,,
Belgium,1989,9937697,,271335.1215,47687.959
Belize,1989,183368,,435.8543691,
Benin,1989,4836240,,2101.636365,1629.129
Bhutan,1989,529519,,310.7335957,
Bolivia,1989,6635658,,5414.31988,2456.753
Bosnia & Herzegovina,1989,4584734,,,
Botswana,1989,1343440,,4835.432548,1214.829
Brazil,1989,147078659,,625400.1222,145436.459
Brunei,1989,249743,,6819.385637,1550.041
Bulgaria,1989,8876972,,27469.79186,30420.87
Burkina Faso,1989,8579825,,2387.417119,
Burundi,1989,5449339,,1182.600517,
Cambodia,1989,8768664,,,
Cameroon,1989,11716975,,12851.94691,4930.041
Canada,1989,27379000,,748440.941,217211.633
Cape Verde,1989,346209,,278.3846918,
Central African Republic,1989,2851604,,1122.295457,
Chad,1989,5764631,,2541.399245,
Chile,1989,12981032,,52517.2104,13112.432
China,1989,1118650000,,506437.8772,810316.534
Colombia,1989,32657292,,88965.44496,23367.6
Comoros,1989,402707,,287.8144382,
Congo,1989,2320488,,4287.128602,769.289
"Congo, Dem. Republic",1989,33727905,,11115.18924,11233.989
Cook Islands,1989,,,,
Costa Rica,1989,3001196,,9446.10807,1610.467
Cote d'Ivoire,1989,11711125,,13179.05233,4379.144
Croatia,1989,4767000,,,
Cuba,1989,10503898,,39710.33778,18612.783
Cyprus,1989,751047,,8976.588017,1258.661
Czech Republic,1989,10361068,,,49075.343
Denmark,1989,5132594,,184391.4987,17523.965
Djibouti,1989,560124,,,
Dominica,1989,71242,,285.2264667,
Dominican Republic,1989,7099011,,16764.45863,3823.833
Ecuador,1989,9886866,,25852.89857,5733.325
Egypt,1989,55207254,,46857.29699,30745.415
El Salvador,1989,5269378,,9254.769533,2432.88
Equatorial Guinea,1989,362355,,394.4183677,
Eritrea,1989,3209606,,,
Estonia,1989,1568131,,,
Ethiopia,1989,46435325,,6611.528737,19094.916
Fiji,1989,724355,,1998.704954,
Finland,1989,4964371,,139527.783,28563.2
France,1989,58113622,,1582375.593,219944.61
Gabon,1989,921314,,6411.499432,1269.683
Gambia,1989,881146,,375.9213305,
Georgia,1989,4803300,,14083.3405,
Germany,1989,78751283,,2105600.99,355550.935
Ghana,1989,14233006,,5331.544145,5174.992
Greece,1989,10089498,,156254.1657,21118.472
Grenada,1989,96871,,389.2113242,
Guatemala,1989,8688240,,15189.94671,4130.211
Guinea,1989,5750861,,1649.468105,
Guinea-Bissau,1989,994816,,476.8115489,
Guyana,1989,728382,,509.5190228,
Haiti,1989,6965413,,,1591.961
Honduras,1989,4766961,,5570.834883,2361.961
Hungary,1989,10481719,,90870.82957,30139.029
Iceland,1989,252852,,10155.53189,2018.527
India,1989,851374699,,331877.139,303532.518
Indonesia,1989,175460614,,137696.469,81409.724
Iran,1989,54938264,,89299.40846,66259.689
Iraq,1989,17073500,,,20657.075
Ireland,1989,3511009,,71873.9293,9321.855
Israel,1989,4518000,,64531.00726,11244.956
Italy,1989,56671781,,1422414.029,145425.963
Jamaica,1989,2374900,,,2300.769
Japan,1989,123116000,,3647987.908,412521.789
Jordan,1989,3056000,,5545.920726,2971.991
Kazakhstan,1989,16249500,,,
Kenya,1989,22666720,,12496.55975,10455.044
Kiribati,1989,69490,,66.18534087,
Korea (North),1989,19895397,,,34601.986
Korea (South),1989,42449038,,344369.1669,78907.943
Kuwait,1989,2059222,,,23564.973
Kyrgyzstan,1989,4307500,,2901.857245,
Laos,1989,4122737,,1040.356873,
Latvia,1989,2666955,,15637.8088,
Lebanon,1989,2676615,,7515.124782,1961.131
Lesotho,1989,1569936,,772.255486,
Liberia,1989,2137018,,760.4056772,
Libya,1989,4161093,,,11488.885
Lithuania,1989,3684255,,,
Luxembourg,1989,377100,,18348.7068,3280.746
"Macedonia, FYR",1989,2006063,,,
Madagascar,1989,11205548,,3676.746671,
Malawi,1989,9105429,,1690.380446,
Malaysia,1989,17707064,,52575.0945,20100.36
Maldives,1989,209545,,,
Mali,1989,7826368,,2675.014673,
Malta,1989,350722,,3210.424577,695.576
Mauritania,1989,1969295,,1333.037144,
Mauritius,1989,1048921,,3000.359822,
Mexico,1989,84326921,,537016.503,117518.172
Moldova,1989,3681000,,6107.331366,
Mongolia,1989,2141016,,1908.712779,3586.646
Montenegro,1989,611773,,,
Morocco,1989,24211718,,35531.47846,6796.783
Mozambique,1989,13394656,,2510.501731,6097.084
Myanmar,1989,41445433,,,10938.385
Namibia,1989,1360921,,3691.140635,
Nauru,1989,,,,
Nepal,1989,17679536,,4041.10697,5563.524
Netherlands,1989,14848907,,420246.9781,64204.568
New Zealand,1989,3299200,,69411.88944,12691.16
Nicaragua,1989,4045623,,3882.375573,1981.554
Niger,1989,7519642,,2378.83575,
Nigeria,1989,93179760,,50032.09965,68469.659
Niue,1989,,,,
Norway,1989,4226901,,185966.6279,21018.592
Oman,1989,1742950,,16574.80903,2564.943
Pakistan,1989,107865403,,55825.30218,41021.708
Palau,1989,14762,,,
Panama,1989,2434964,,7070.466133,1486.087
Papua New Guinea,1989,4057467,,3120.029186,
Paraguay,1989,4139286,,6016.233287,3162.569
Peru,1989,21325690,,46159.80964,10043.058
Philippines,1989,60410438,,60269.24579,27623.907
Poland,1989,37961529,,,123725.527
Portugal,1989,10005000,,132219.8142,15765.424
Qatar,1989,463079,,,6627.979
Romania,1989,23161458,,93895.10384,69184.202
Russian Federation,1989,147721000,,869120.5416,
Rwanda,1989,7223798,,1744.58102,
Saint Kitts & Nevis,1989,40854,,294.6907819,
Saint Lucia,1989,135954,,507.2252769,
Saint Vincent & Grenadines,1989,107081,,318.1135892,
Samoa,1989,162001,,264.0534254,
Sao Tome & Principe,1989,114647,,,
Saudi Arabia,1989,15665086,,182588.0134,62881.752
Senegal,1989,7285204,,5152.792625,1644.85
Serbia,1989,,,38092.5824,
Seychelles,1989,69388,,557.5976335,
Sierra Leone,1989,3993016,,1431.835967,
Singapore,1989,2931000,,45251.50993,8477.701
Slovakia,1989,5275942,,48639.86045,21551.529
Slovenia,1989,1996351,,,
Solomon Islands,1989,303258,,,
South Africa,1989,34490549,,171459.3024,92901.589
Spain,1989,38791473,,704034.9879,88124.567
Sri Lanka,1989,16825000,,11356.04065,5454.558
Sudan,1989,19295483,,11976.64587,10041.295
Suriname,1989,400251,,1275.566979,
Swaziland,1989,833787,,1437.912554,
Sweden,1989,8492964,,261873.201,47514.286
Switzerland,1989,6646912,,312037.1975,22194.594
Syria,1989,12088336,,12834.31806,9299.989
Taiwan,1989,,,,
Tajikistan,1989,5160375,,3829.27446,
Tanzania,1989,24685791,,6963.43652,9515.159
Thailand,1989,55833321,,79991.16938,36616.379
Togo,1989,3684782,,1615.969836,1198.89
Tonga,1989,94952,,180.0007722,
Trinidad & Tobago,1989,1213625,,7903.234087,5333.091
Tunisia,1989,7958694,,15124.69781,4364.854
Turkey,1989,53065801,,247715.5669,49094.067
Turkmenistan,1989,3570558,,5938.783643,
Uganda,1989,16922648,,3254.85414,
Ukraine,1989,51773000,,146316.6951,
United Arab Emirates,1989,1707085,,74587.00253,20486.802
United Kingdom,1989,57076711,,1473198.881,206972.72
United States of America,1989,246819000,,8074006.421,1947486.405
Uruguay,1989,3088980,,12277.60328,2410.394
Uzbekistan,1989,20076683,,11044.64866,
Vanuatu,1989,142852,,241.9093877,
Venezuela,1989,19256060,,97978.33295,40619.939
Vietnam,1989,64774000,,18926.23833,17463.751
Yemen,1989,11270427,,,2437.898
Zambia,1989,7646911,,5335.086629,5428.32
Zimbabwe,1989,10167392,,6635.165941,8851.679
World,1989,5189706044,,29659528.99,8467258.774
European Union (15),1989,364383577,,9150019.779,1294916.965
European Union (28),1989,471519726,,9438720.186,1620967.702
Afghanistan,1990,11731193,,,
Albania,1990,3446882,14636.55463,5620.43232,2672.799
Algeria,1990,26239708,265613.0865,66766.36531,22187.446
Angola,1990,10333844,43729.07332,15988.85434,5883.156
Antigua & Barbuda,1990,61906,1045.008179,599.338436,98.827512
Argentina,1990,32624874,,106430.804,46073.714
Armenia,1990,3544695,13241.36092,4063.285312,7708.06
Australia,1990,17065100,483545.3264,425869.6997,86226.02
Austria,1990,7677850,231845.9817,215290.205,24841.985
Azerbaijan,1990,7159000,60946.79115,11947.3807,22661.778
Bahamas,1990,256338,6180.100933,5738.72767,645.317343
Bahrain,1990,495944,16659.85936,7239.180651,4350.016
Bangladesh,1990,107385847,114640.4848,28954.13055,12735.601
Barbados,1990,259336,3377.839172,3168.271299,321.98832
Belarus,1990,10189000,82357.9038,23720.63266,45497.706
Belgium,1990,9967379,302330.168,279847.9962,48283.836
Belize,1990,187552,957.8564194,482.17948,106.218
Benin,1990,5001271,6801.50347,2290.282068,1661.315
Bhutan,1990,535738,1252.3578,344.5303309,55.974948
Bolivia,1990,6794046,25409.68966,5665.316266,2610.591
Bosnia & Herzegovina,1990,4526511,,,7017.596
Botswana,1990,1383912,11157.0874,5162.927788,1261.176
Brazil,1990,149648341,1496010.034,598507.917,140206.208
Brunei,1990,256929,19641.727,6893.677416,1726.888
Bulgaria,1990,8718289,84791.94935,24965.26732,28212.894
Burkina Faso,1990,8811033,7357.885431,2373.022702,
Burundi,1990,5605873,5889.202771,1223.989432,
Cambodia,1990,9057339,,,
Cameroon,1990,12070359,31939.69196,12067.24589,4980.85
Canada,1990,27791000,842581.4101,749885.6183,208565.267
Cape Verde,1990,351960,532.7355152,280.3115918,29.046122
Central African Republic,1990,2912824,2244.733734,1098.192564,
Chad,1990,5951574,6614.722472,2435.20758,
Chile,1990,13213930,121629.492,54459.07621,14009.344
China,1990,1135185000,1691221.371,525682.5165,870667.065
Colombia,1990,33306941,258766.7529,94340.77137,24222.605
Comoros,1990,412790,745.2990814,302.4682015,17.84677985
Congo,1990,2383283,12544.96757,4330.000041,775.662
"Congo, Dem. Republic",1990,34910591,28477.35281,10385.10908,11798.337
Cook Islands,1990,,,,
Costa Rica,1990,3078551,22478.59086,9814.970826,1677.767
Cote d'Ivoire,1990,12115806,37380.47411,13034.62199,4322.834
Croatia,1990,4780000,,,9025.91
Cuba,1990,10600841,143456.2692,38539.45274,17689.038
Cyprus,1990,766611,13285.18481,9641.214594,1365.112
Czech Republic,1990,10333355,189709.3929,101016.5516,49570.022
Denmark,1990,5140939,168194.3977,187355.4881,17361.033
Djibouti,1990,589924,,732.9653394,130.056648
Dominica,1990,70928,460.3246323,300.2148336,21.171594
Dominican Republic,1990,7245127,34547.42618,15850.07267,4078.494
Ecuador,1990,10123593,74369.49327,26804.26301,5840.931
Egypt,1990,56336614,339326.9412,49528.98446,32333.284
El Salvador,1990,5344226,23803.94131,9701.919257,2468.711
Equatorial Guinea,1990,373851,1075.062557,407.2809432,
Eritrea,1990,3272563,,,
Estonia,1990,1569174,,,9910.767
Ethiopia,1990,48042755,30776.07235,6791.787147,19767.91
Fiji,1990,728339,4420.864675,2114.629842,285.8062
Finland,1990,4986431,139090.2258,140232.7316,28380.627
France,1990,58409202,1710808.351,1623837.029,224001.432
Gabon,1990,946703,18091.47666,6744.399695,1181.405
Gambia,1990,916811,1381.072317,389.2999156,61.791501
Georgia,1990,4802000,38592.60977,12000.66429,12416.026
Germany,1990,79433029,2433503.453,2216250.45,351145.23
Ghana,1990,14628693,27672.30543,5509.021559,5291.033
Greece,1990,10156902,210010.3215,156254.1657,21440.556
Grenada,1990,96286,744.8306026,409.4473546,42.474397
Guatemala,1990,8890329,47251.33895,15661.22441,4411.123
Guinea,1990,6020113,6789.71212,1720.792141,
Guinea-Bissau,1990,1017385,1480.957642,505.8970534,74.634616
Guyana,1990,725043,2342.372279,494.0394025,382.08588
Haiti,1990,7110116,,,1560.472
Honduras,1990,4903694,15716.66798,5576.231933,2379.575
Hungary,1990,10373988,176548.5265,87693.38584,28757.177
Iceland,1990,254826,7445.36569,10274.28767,2088.48
India,1990,868890700,1574744.564,350241.4097,316743.223
Indonesia,1990,178633239,767612.8731,150091.3175,98622.624
Iran,1990,56361868,489169.1735,101522.502,69336.651
Iraq,1990,17517521,,,19708.66
Ireland,1990,3513974,73770.07162,77959.15561,9869.664
Israel,1990,4660000,91359.11569,68942.00478,11465.769
Italy,1990,56719240,1683436.791,1450659.97,146556.168
Jamaica,1990,2390000,17664.44741,,2784.623
Japan,1990,123537000,3649440.209,3851268.324,439325.218
Jordan,1990,3170000,22372.0988,5599.924414,3274.236
Kazakhstan,1990,16348000,208085.6028,50242.56646,73449.162
Kenya,1990,23446439,46179.45795,13020.42191,10675.095
Kiribati,1990,71040,103.2349027,67.59725489,7.112655
Korea (North),1990,20194361,,,33222.04
Korea (South),1990,42869283,514187.4978,375896.8056,93086.987
Kuwait,1990,2059774,,,9110.159
Kyrgyzstan,1990,4391200,15257.96198,3067.344263,7486.182
Laos,1990,4244520,6886.19172,1110.108419,
Latvia,1990,2663151,36270.99459,14395.61087,7854.389
Lebanon,1990,2703019,22175.95515,9509.124871,1953.895
Lesotho,1990,1597534,2080.572919,815.843017,
Liberia,1990,2102877,1056.762062,372.3640975,
Libya,1990,4259811,,,11167.528
Lithuania,1990,3697838,57956.28276,24756.14425,16063.885
Luxembourg,1990,381850,21460.3136,19324.84556,3388.577
"Macedonia, FYR",1990,2009710,20435.45959,6070.830346,2477.633
Madagascar,1990,11545782,19105.96498,3791.829924,
Malawi,1990,9447123,6003.353894,1786.601879,
Malaysia,1990,18211097,184931.2354,57311.92612,21549.08
Maldives,1990,215859,,,50.89694
Mali,1990,7964066,8785.691677,2625.455319,
Malta,1990,354170,5942.463368,3412.404931,695.28
Mauritania,1990,2024163,4606.707435,1309.424996,
Mauritius,1990,1058775,8016.624021,3215.987783,479.878
Mexico,1990,86077004,1065941.516,564234.1443,122492.736
Moldova,1990,3696000,23801.18593,5960.755414,9892.487
Mongolia,1990,2184159,9398.839067,1847.93058,3408.314
Montenegro,1990,614601,,,
Morocco,1990,24674974,101033.8162,36964.97716,6941.168
Mozambique,1990,13567959,5899.245647,2535.606568,5922.03
Myanmar,1990,42123003,,,10679.411
Namibia,1990,1415447,7904.069697,3783.216956,
Nauru,1990,,,,
Nepal,1990,18111200,22592.24358,4228.413747,5789.168
Netherlands,1990,14951510,457357.8421,437826.4438,65685.029
New Zealand,1990,3329800,79153.18727,69608.08201,12868.487
Nicaragua,1990,4137788,12223.66225,3878.76245,2022.99
Niger,1990,7753907,7168.498389,2348.283045,
Nigeria,1990,95617350,291680.5821,56419.20208,70582.284
Niue,1990,,,,
Norway,1990,4241473,181581.2605,189549.8642,21002.542
Oman,1990,1810103,55282.24789,16553.19131,4218.096
Pakistan,1990,111090879,328984.688,58314.32174,42857.23
Palau,1990,15089,,,73.462676
Panama,1990,2486776,17063.07013,7643.102673,1490.878
Papua New Guinea,1990,4157903,6696.272804,3026.048609,
Paraguay,1990,4249747,26304.91022,6264.299604,3072.102
Peru,1990,21772035,119433.9816,43785.69869,9734.265
Philippines,1990,61948688,248419.1199,62099.60247,28616.118
Poland,1990,38110782,377161.2351,180139.891,103104.584
Portugal,1990,9983218,192490.5619,137443.1888,16739.305
Qatar,1990,476517,,,6526.48
Romania,1990,23201835,261817.1981,88636.97521,62254.039
Russian Federation,1990,148292000,2859992.716,843046.9632,879192.534
Rwanda,1990,7214696,6025.757025,1702.723443,
Saint Kitts & Nevis,1990,40833,562.8687209,301.3798766,21.60085
Saint Lucia,1990,138180,1069.133671,626.650927,55.9197
Saint Vincent & Grenadines,1990,107509,619.1844398,334.1643889,29.433902
Samoa,1990,162865,530.0826254,252.3784417,43.23644
Sao Tome & Principe,1990,117395,,,23.455634
Saudi Arabia,1990,16206078,571085.511,197794.8662,59759.447
Senegal,1990,7514110,13949.80827,5117.978392,1686.396
Serbia,1990,7586000,105314.4258,35045.17581,19714.444
Seychelles,1990,70000,969.9234594,599.1982242,37.59
Sierra Leone,1990,4042678,5390.151303,1479.802443,
Singapore,1990,3047000,103171.7685,49824.87657,11514.794
Slovakia,1990,5299187,81077.51355,47340.69794,21327.458
Slovenia,1990,1998161,36770.99035,25006.60169,5709.874
Solomon Islands,1990,311849,527.7876038,307.8205555,53.312
South Africa,1990,35200000,348551.6347,170914.4336,90956.064
Spain,1990,38850435,918549.748,730657.3209,90089.68
Sri Lanka,1990,17015000,56829.44707,12082.82725,5516.182
Sudan,1990,20008804,45569.09566,11321.51685,10629.388
Suriname,1990,406764,4300.620089,1269.334082,556.005378
Swaziland,1990,862728,4394.093494,1740.133008,308.7987248
Sweden,1990,8558835,251864.7968,263849.492,47198.124
Switzerland,1990,6715519,301719.3335,323503.396,24361.601
Syria,1990,12451539,,13814.95908,10465.307
Taiwan,1990,,,,
Tajikistan,1990,5297286,19257.42879,3806.298813,5307.75
Tanzania,1990,25484814,25507.81242,7454.015611,9732.94
Thailand,1990,56582726,360363.1096,88923.91009,41943.931
Togo,1990,3787602,5021.413699,1612.032426,1263.24
Tonga,1990,95165,340.0954662,176.3213904,25.345564
Trinidad & Tobago,1990,1221904,16451.76214,8022.417041,5987.318
Tunisia,1990,8154400,45796.03713,16327.084,4946.168
Turkey,1990,53994605,579017.3923,270669.2547,52756.04
Turkmenistan,1990,3668000,30639.23579,8040.195947,17517.529
Uganda,1990,17534839,11406.54758,3465.577959,
Ukraine,1990,51892000,545240.7102,137032.5567,251981.519
United Arab Emirates,1990,1806498,209097.7745,88257.29753,20424.067
United Kingdom,1990,57247586,1369603.935,1484679.022,205919.952
United States of America,1990,249623000,9231488.302,8228918.427,1914996.334
Uruguay,1990,3109941,29507.57324,12314.11053,2251.153
Uzbekistan,1990,20510000,62415.25106,11221.36304,46368.33
Vanuatu,1990,146633,370.293106,270.228473,23.314044
Venezuela,1990,19740786,287018.8467,104315.5135,43554.561
Vietnam,1990,66016700,99100.23461,19891.65025,17866.043
Yemen,1990,11790249,40345.6915,7857.826188,2513.444
Zambia,1990,7844516,19903.35561,5309.421015,5399.19
Zimbabwe,1990,10461782,22040.91853,7098.868031,9297.265
World,1990,5278929236,44559069.63,30506961.55,8574178.796
European Union (15),1990,365978380,10164316.96,9421467.504,1300901.198
European Union (28),1990,473064921,11485648.69,10028472.25,1635726.679
Afghanistan,1991,12612043,,,
Albania,1991,3459763,10305.74482,3957.402732,1871.158
Algeria,1991,26893663,262425.7278,65965.16852,23469.249
Angola,1991,10652727,43204.32444,15796.98809,6024.041
Antigua & Barbuda,1991,62412,1066.289134,611.5435979,
Argentina,1991,33075194,,119915.2783,47487.982
Armenia,1991,3511912,11692.12189,3587.880992,8124.887
Australia,1991,17284000,481848.495,424375.8413,85155.422
Austria,1991,7754891,239825.2565,222699.6917,26443.777
Azerbaijan,1991,7271000,60520.16361,11863.74904,22451.937
Bahamas,1991,261102,5921.662494,5498.746505,
Bahrain,1991,509645,18530.76152,8052.140618,4041.524
Bangladesh,1991,109934590,118468.7381,29921.01191,12556.296
Barbados,1991,260175,3279.474696,3076.009552,
Belarus,1991,10194000,81369.60895,23435.98506,44328.282
Belgium,1991,10004486,307872.1046,284977.8179,50581.685
Belize,1991,191368,1058.40304,532.7940777,
Benin,1991,5182525,7088.921365,2387.064795,1686.666
Bhutan,1991,534905,1247.249733,343.1250742,
Bolivia,1991,6956736,26747.89657,5963.681397,2691.175
Bosnia & Herzegovina,1991,4373715,,,6316.62
Botswana,1991,1424513,11989.26206,5548.015535,1282.86
Brazil,1991,152153539,1518630.714,607557.7604,142857.669
Brunei,1991,264332,20259.6442,7110.548458,1952.721
Bulgaria,1991,8632367,77630.96803,22856.86181,21901.517
Burkina Faso,1991,9050090,8025.244496,2588.255492,
Burundi,1991,5749774,6183.476602,1285.150182,
Cambodia,1991,9378185,,,
Cameroon,1991,12430339,30723.23706,11607.65284,5029.172
Canada,1991,28171682,824953.2314,734196.7869,208148.266
Cape Verde,1991,359642,540.2159056,284.2475789,
Central African Republic,1991,2979588,2232.33322,1092.125852,
Chad,1991,6142558,7179.298109,2643.055887,
Chile,1991,13456476,131323.3484,58799.45825,14325.048
China,1991,1150780000,1846813.737,574045.3081,847943.456
Colombia,1991,33957286,264659.4709,96489.12913,24486.744
Comoros,1991,422969,705.0857323,286.1482305,
Congo,1991,2447020,12845.46564,4433.719452,796.752
"Congo, Dem. Republic",1991,36253025,26079.26026,9510.573696,12042.263
Cook Islands,1991,,,,
Costa Rica,1991,3155979,23056.72222,10067.40402,1780.051
Cote d'Ivoire,1991,12530078,37395.77213,13039.95643,4449.586
Croatia,1991,4510000,,,7296.973
Cuba,1991,10684831,128116.9244,34418.54568,14731.578
Cyprus,1991,783138,13383.42875,9712.511376,1393.106
Czech Republic,1991,10308578,167674.7563,89283.53737,44806.391
Denmark,1991,5154298,170381.6431,189791.9095,19251.703
Djibouti,1991,612589,,701.6118918,
Dominica,1991,70849,463.1230353,302.039898,
Dominican Republic,1991,7392389,34873.60188,15999.71938,4111.386
Ecuador,1991,10360630,77560.94287,27954.52572,6084.041
Egypt,1991,57387589,342987.7291,50063.32195,32369.161
El Salvador,1991,5425293,24655.26851,10048.89993,2714.332
Equatorial Guinea,1991,386418,1062.841612,402.6511124,
Eritrea,1991,3311719,,,
Estonia,1991,1561314,,,9123.638
Ethiopia,1991,49743883,28579.49403,6307.037427,20380.089
Fiji,1991,735209,4301.501328,2057.534836,
Finland,1991,5013740,130744.9154,131818.8717,28792.827
France,1991,58557072,1728589.978,1640714.702,236748.005
Gabon,1991,972539,19197.3188,7156.651361,1219.95
Gambia,1991,949479,1423.982778,401.3956174,
Georgia,1991,4835900,30449.56902,9468.524098,10054.09
Germany,1991,80013896,2557813.174,2329462.319,344264.055
Ghana,1991,15043053,29133.9085,5799.998499,5475.096
Greece,1991,10256292,216520.6415,161098.0448,21616.504
Grenada,1991,96455,761.9386791,418.8519852,
Guatemala,1991,9098613,48979.91048,16234.15095,4535.73
Guinea,1991,6351760,6967.156019,1765.763718,
Guinea-Bissau,1991,1040717,1556.486482,531.6978031,
Guyana,1991,723259,2482.554123,523.6057337,
Haiti,1991,7255042,,,1558.388
Honduras,1991,5041781,16227.77934,5757.57288,2400.409
Hungary,1991,10373400,155553.3036,77264.85256,27465.582
Iceland,1991,257797,7428.723398,10251.32201,2050.606
India,1991,886348712,1591386.959,353942.8711,329487.359
Indonesia,1991,181786329,836143.7856,163491.1643,103454.01
Iran,1991,57472293,550776.8853,114308.6083,76864.51
Iraq,1991,18009865,,,16409.961
Ireland,1991,3534235,75193.56809,79463.4863,10024.823
Israel,1991,4949000,98393.20029,74250.11104,11504.145
Italy,1991,56758521,1709335.583,1472977.612,150164.5
Jamaica,1991,2406042,18519.09555,,2795.077
Japan,1991,123921000,3770760.038,3979297.607,444080.153
Jordan,1991,3545000,22780.14314,5702.061344,3382.839
Kazakhstan,1991,16450500,185196.1865,44715.88415,74946.792
Kenya,1991,24237056,46843.6787,13207.70073,10869.019
Kiribati,1991,72343,98.77756871,64.67863403,
Korea (North),1991,20510215,,,31703.766
Korea (South),1991,43295704,562486.0859,411205.4918,99941.842
Kuwait,1991,1999651,,,2691.602
Kyrgyzstan,1991,4463600,14060.04934,2826.525046,6787.415
Laos,1991,4369940,7182.061329,1157.804933,
Latvia,1991,2650581,31702.58237,12582.45175,7399.56
Lebanon,1991,2752473,30647.32726,13141.678,2418.332
Lesotho,1991,1627900,2161.813098,847.6992583,
Liberia,1991,2066060,906.4354211,319.3945161,
Libya,1991,4359515,,,11329.264
Lithuania,1991,3704134,54666.87947,23351.06893,17045.314
Luxembourg,1991,387000,23315.38399,20995.32203,3619.774
"Macedonia, FYR",1991,2004813,19174.45672,5696.220006,2426.844
Madagascar,1991,11898267,17900.46754,3552.58311,
Malawi,1991,9657518,6527.460606,1942.576365,
Malaysia,1991,18709963,202583.7815,62782.61589,26344.585
Maldives,1991,221963,,,
Mali,1991,8130473,8927.673977,2667.884327,
Malta,1991,357727,6314.253002,3625.901709,672.365
Mauritania,1991,2081380,4689.079379,1332.838656,
Mauritius,1991,1070266,8372.19707,3358.631193,
Mexico,1991,87890094,1110948.24,588057.5245,128045.702
Moldova,1991,3706000,19992.99618,5007.034547,8250.817
Mongolia,1991,2217937,8581.746789,1687.279909,3815.526
Montenegro,1991,616158,,,
Morocco,1991,25128064,108003.18,39514.84002,7313.838
Mozambique,1991,13893546,6188.308626,2659.851265,5894.403
Myanmar,1991,42782387,,,10501.465
Namibia,1991,1466152,8550.069144,4092.419197,624.667
Nauru,1991,,,,
Nepal,1991,18569445,24030.95163,4497.685494,5976.675
Netherlands,1991,15069798,468512.9748,448505.1982,69360.91
New Zealand,1991,3495100,78265.35777,68827.31611,13179.981
Nicaragua,1991,4237154,12200.35021,3871.365169,2146.734
Niger,1991,8004058,7348.01216,2407.088826,
Nigeria,1991,98085373,289878.4319,56070.61571,73839.652
Niue,1991,,,,
Norway,1991,4261732,187220.1789,195436.2437,21693.677
Oman,1991,1885036,58640.13485,17558.64509,5840.836
Pakistan,1991,114229172,345636.4709,61265.94064,43989.811
Palau,1991,15471,253.3299165,163.1577522,
Panama,1991,2539140,18670.24184,8363.007022,1616.184
Papua New Guinea,1991,4261797,7335.559211,3314.942415,
Paraguay,1991,4360358,27223.91175,6483.152317,3172.193
Peru,1991,22213359,122020.8016,44734.0529,9548.813
Philippines,1991,63476449,246982.4261,61740.45895,28587.572
Poland,1991,38246193,350701.1914,167502.035,101005.304
Portugal,1991,9960235,200898.9471,143446.9911,16945.918
Qatar,1991,485129,,,7221.834
Romania,1991,23001155,228042.7691,77202.80188,51335.47
Russian Federation,1991,148624000,2715650.615,800498.8934,871122.201
Rwanda,1991,6973664,5874.246616,1659.910511,
Saint Kitts & Nevis,1991,41009,565.0817798,302.5648268,
Saint Lucia,1991,140159,1097.76445,643.4322753,
Saint Vincent & Grenadines,1991,107811,622.9977129,336.2223541,
Samoa,1991,164073,517.8907397,246.5737446,
Sao Tome & Principe,1991,120154,,,
Saudi Arabia,1991,16739895,623075.9159,215801.6882,69596.292
Senegal,1991,7749606,14306.34102,5248.784985,1673.614
Serbia,1991,7595636,95011.9276,31616.84339,16722.806
Seychelles,1991,70755,996.6974784,615.7386475,
