Country,Year, Population (People), GDP-PPP (Million Intl$ (2005)), GDP-USD (Million US$ (2005)), Energy Use (Thous. tonnes oil eq. (ktoe))
Sierra Leone,1991,4053257,5516.92554,1514.606814,
Singapore,1991,3135100,109863.1958,53056.37626,13031.509
Slovakia,1991,5303294,69261.43636,40441.35783,19126.767
Slovenia,1991,1999429,33498.3328,22780.98733,5556.314
Solomon Islands,1991,320764,559.4769222,326.3026562,
South Africa,1991,35933108,345002.3055,169173.9982,94980.766
Spain,1991,38939049,941936.0298,749259.8604,93436.455
Sri Lanka,1991,17267000,59443.60163,12638.6373,5599.655
Sudan,1991,20840825,48991.74986,12171.86589,10608.922
Suriname,1991,412884,4420.268081,1304.648356,
Swaziland,1991,887248,4471.446077,1770.765898,
Sweden,1991,8617375,248978.4896,260825.8431,48694.838
Switzerland,1991,6799978,298956.138,320540.6984,24733.795
Syria,1991,12818302,,14906.5164,11402.158
Taiwan,1991,,,,
Tajikistan,1991,5417554,17890.15134,3536.051598,5070.733
Tanzania,1991,26337403,26036.33129,7608.461936,9932.458
Thailand,1991,57184324,391203.9236,96534.25004,45547.98
Togo,1991,3887716,4986.265435,1600.748723,1293.832
Tonga,1991,95321,361.9123965,187.632307,
Trinidad & Tobago,1991,1229906,16892.96885,8237.563857,5950.624
Tunisia,1991,8318200,47584.16414,16964.58239,4898.309
Turkey,1991,54911233,583187.9332,272618.8286,52088.959
Turkmenistan,1991,3772350,29228.21836,7669.923765,15200.199
Uganda,1991,18156095,12040.07813,3658.059468,
Ukraine,1991,52000470,499382.4558,125507.2364,252397.012
United Arab Emirates,1991,1908002,210896.1867,89016.38261,23487.882
United Kingdom,1991,57424897,1351902.629,1465490.439,212937.887
United States of America,1991,252981000,9224780.422,8222939.044,1930629.906
Uruguay,1991,3131936,30551.78975,12749.88332,2441.17
Uzbekistan,1991,20952000,62108.16803,11166.15393,48081.155
Vanuatu,1991,150779,381.9177979,278.7118141,
Venezuela,1991,20218813,314945.4589,114465.296,45439.214
Vietnam,1991,67242400,105007.4449,21077.36048,18108.536
Yemen,1991,12384543,42884.84513,8352.357998,3058.848
Zambia,1991,8038236,19896.16386,5307.502541,5564.885
Zimbabwe,1991,10733048,23260.17411,7491.561939,9855.292
World,1991,5365479318,45131911.06,30922945.85,8631722.299
European Union (15),1991,367445785,10371821.32,9601528.11,1332883.661
European Union (28),1991,474367095,11560251.22,10148132.48,1639714.989
Afghanistan,1992,13811876,,,
Albania,1992,3446858,9563.731192,3672.469735,1358.193
Algeria,1992,27535151,267149.397,67152.54308,24117.207
Angola,1992,11002758,40223.22605,14706.99591,6057.633
Antigua & Barbuda,1992,63434,1075.333225,616.7306112,
Argentina,1992,33520803,,134234.0916,49956.211
Armenia,1992,3449497,6804.81462,2088.146639,4130.597
Australia,1992,17495000,483911.9584,426193.1844,86731.877
Austria,1992,7840709,244846.0576,227361.9648,25406.733
Azerbaijan,1992,7382000,46842.60663,9182.541753,18193.658
Bahamas,1992,266097,5695.124396,5288.387408,
Bahrain,1992,522751,19770.46881,8590.828542,4323.798
Bangladesh,1992,112430968,124438.5356,31428.77153,13253.018
Barbados,1992,260963,3116.196361,2922.86133,
Belarus,1992,10216000,73558.12649,21186.1305,36989.398
Belgium,1992,10045158,312584.5638,289339.8446,51159.455
Belize,1992,194894,1185.789862,596.9198801,
Benin,1992,5378226,7298.591159,2457.667268,1728.29
Bhutan,1992,528304,1304.634343,358.9118874,
Bolivia,1992,7123294,27188.3007,6061.873414,2850.459
Bosnia & Herzegovina,1992,4143068,,,4448.889
Botswana,1992,1465072,12338.99727,5709.855051,1477.793
Brazil,1992,154597985,1511540.001,604720.9826,144347.97
Brunei,1992,271935,21223.71559,7448.9096,2099.67
Bulgaria,1992,8540164,71985.34294,21194.62217,20455.312
Burkina Faso,1992,9297116,8043.920103,2594.278641,
Burundi,1992,5882679,6245.929615,1298.130178,
Cambodia,1992,9721775,,,
Cameroon,1992,12796831,29770.81572,11247.81523,5083.857
Canada,1992,28519597,832173.1584,740622.4205,213327.311
Cape Verde,1992,368873,599.302814,315.3375755,
Central African Republic,1992,3050789,2088.926027,1021.966657,
Chad,1992,6338934,7753.745579,2854.538506,
Chile,1992,13706485,147447.138,66018.81495,15490.871
China,1992,1164970000,2109061.288,655559.7418,876781.015
Colombia,1992,34608171,277978.9286,101345.1158,25045.929
Comoros,1992,433286,765.2360563,310.559317,
Congo,1992,2511819,13180.98253,4549.525901,798.404
"Congo, Dem. Republic",1992,37731020,23340.9357,8511.962643,12258.569
Cook Islands,1992,,,,
Costa Rica,1992,3233568,25166.87717,10988.77447,2298.1
Cote d'Ivoire,1992,12950995,37304.3168,13008.06583,4795.155
Croatia,1992,4470000,,,6714.668
Cuba,1992,10757891,113280.2121,30432.67056,12992.738
Cyprus,1992,800660,14641.47106,10625.48745,1568.233
Czech Republic,1992,10319123,166825.4126,88831.27844,43555.163
Denmark,1992,5171370,173747.4652,193541.1737,18420.865
Djibouti,1992,629373,,701.4858331,
Dominica,1992,70978,472.6048429,308.2237498,
Dominican Republic,1992,7540421,38539.92711,17681.79899,4553.478
Ecuador,1992,10598168,79200.82216,28545.57124,6193.664
Egypt,1992,58370712,358188.932,52282.12644,33192.862
El Salvador,1992,5511138,26515.09862,10806.92237,2833.321
Equatorial Guinea,1992,399625,1176.51733,445.7164702,
Eritrea,1992,3331918,3464.715073,588.6674731,877.327
Estonia,1992,1533091,,,6565.843
Ethiopia,1992,51525658,26100.85841,5760.042173,19588.728
Fiji,1992,744340,4563.892909,2183.044461,
Finland,1992,5041992,126188.4714,127225.0005,27130.924
France,1992,58849212,1754137.491,1664963.472,232656.428
Gabon,1992,998823,18604.09369,6935.500411,1304.065
Gambia,1992,979666,1472.094728,414.9575273,
Georgia,1992,4873500,16777.71261,5217.156805,8659.078
Germany,1992,80624598,2606715.67,2373999.005,337826.308
Ghana,1992,15471695,30264.13493,6025.004753,5670.665
Greece,1992,10369866,218036.286,162225.7312,22149.332
Grenada,1992,97201,759.6800862,417.6103943,
Guatemala,1992,9312915,51349.72449,17019.61418,4784.011
Guinea,1992,6734242,7195.048021,1823.520919,
Guinea-Bissau,1992,1064691,1573.607833,537.546479,
Guyana,1992,723008,2676.974025,564.6116374,
Haiti,1992,7399862,,,1618.305
Honduras,1992,5180884,17140.47764,6081.395808,2503.464
Hungary,1992,10369341,150786.8698,74897.31813,25090.612
Iceland,1992,261057,7178.086134,9905.453262,2034.303
India,1992,903749636,1678633.094,373347.4208,342625.611
Indonesia,1992,184916848,896517.561,175296.0465,107840.25
Iran,1992,58307457,574190.8004,119167.9481,80911.436
Iraq,1992,18547047,,,24239.759
Ireland,1992,3558430,77707.49529,82120.16857,9998.669
Israel,1992,5123000,103930.568,78428.75515,13222.306
Italy,1992,56797087,1723596.151,1485266.303,149225.151
Jamaica,1992,2423044,18881.24434,,2942.139
Japan,1992,124229000,3801643.689,4011889.243,454512.469
Jordan,1992,3733000,27033.75138,6766.775247,3802.131
Kazakhstan,1992,16439095,175380.7886,42345.94229,78844.271
Kenya,1992,25036941,46469.16632,13102.10596,11146.269
Kiribati,1992,73434,101.9216438,66.73734516,
Korea (North),1992,20838090,,,27712.983
Korea (South),1992,43747962,595536.041,435366.6637,110910.81
Kuwait,1992,,92095.9444,32521.19644,8882.156
Kyrgyzstan,1992,4515400,12107.29003,2433.957213,4979.345
Laos,1992,4497827,7581.373724,1222.177241,
Latvia,1992,2614338,21520.16612,8541.148118,6105.549
Lebanon,1992,2821868,32026.43767,13733.04523,2450.988
Lesotho,1992,1660360,2318.661697,909.2033917,
Liberia,1992,2028672,588.40638,207.3327748,
Libya,1992,4459214,,,11272.288
Lithuania,1992,3700114,43045.26365,18386.87206,11020.705
Luxembourg,1992,392175,23739.64302,21377.36399,3632.357
"Macedonia, FYR",1992,1993080,17915.65454,5322.263431,2700.394
Madagascar,1992,12263899,18112.79435,3594.722156,
Malawi,1992,9759434,6048.803348,1800.127665,
Malaysia,1992,19205112,220583.5853,68360.92408,29077.794
Maldives,1992,227863,,,
Mali,1992,8322743,9671.640275,2890.206068,
Malta,1992,361260,6610.450556,3795.990429,664.856
Mauritania,1992,2140957,4776.958628,1357.81773,
Mauritius,1992,1084441,8917.453035,3577.368721,
Mexico,1992,89757916,1151260.76,609396.1251,129454.875
Moldova,1992,3709000,14175.03429,3549.987494,6845.942
Mongolia,1992,2243525,7787.38034,1531.097423,3339.767
Montenegro,1992,616630,,,
Morocco,1992,25569662,103649.6404,37922.0219,7779.868
Mozambique,1992,14350459,5872.412702,2524.073264,5969.54
Myanmar,1992,43422423,,,10827.311
Namibia,1992,1513689,9164.873447,4386.690142,671.123
Nauru,1992,,,,
Nepal,1992,19050879,25017.76022,4682.378749,6122.288
Netherlands,1992,15184166,476506.1658,456157.0412,68353.966
New Zealand,1992,3531700,78987.417,69462.30202,13459.857
Nicaragua,1992,4342319,12247.37855,3886.288008,2212.579
Niger,1992,8270248,6869.183018,2250.232216,
Nigeria,1992,100592242,291135.7082,56313.80819,76683.035
Niue,1992,,,,
Norway,1992,4286401,193816.2398,202321.7695,22046.827
Oman,1992,1965586,63574.04744,19036.00902,5450.356
Pakistan,1992,117291344,372270.8641,65987.03143,46838.218
Palau,1992,15894,237.1168018,152.715656,
Panama,1992,2592117,20201.51534,9048.914099,1842.349
Papua New Guinea,1992,4369087,8351.466981,3774.031581,
Paraguay,1992,4470934,27685.74582,6593.134329,3157.439
Peru,1992,22649612,121497.6165,44542.24799,9286.567
Philippines,1992,64996507,247816.2462,61948.89661,29897.063
Poland,1992,38363667,359521.2514,171714.6753,98560.59
Portugal,1992,9952494,203087.6938,145009.8123,18023.931
Qatar,1992,489606,,,7551.405
Romania,1992,22794284,207882.8519,70377.75716,46788.017
Russian Federation,1992,148689000,2321037.421,684177.8087,795667.004
Rwanda,1992,6545100,6219.224979,1757.392494,
Saint Kitts & Nevis,1992,41360,583.7816496,312.5774003,
Saint Lucia,1992,141934,1174.846371,688.6122734,
Saint Vincent & Grenadines,1992,108001,669.8694488,361.5183144,
Samoa,1992,165568,516.8549476,246.080592,
Sao Tome & Principe,1992,122929,,,
Saudi Arabia,1992,17263613,651915.3081,225790.1814,79230.978
Senegal,1992,7990968,14484.11837,5314.008867,1779.015
Serbia,1992,7646424,69206.21887,23029.55259,15446.952
Seychelles,1992,71657,1068.191033,659.9058555,
Sierra Leone,1992,4031730,4467.997473,1226.635989,
Singapore,1992,3230700,117587.7292,56786.79522,14790.314
Slovakia,1992,5305016,64606.03755,37723.09701,18093.938
Slovenia,1992,1996498,31668.08477,21536.30279,5159.051
Solomon Islands,1992,329984,630.4770407,367.7119196,
South Africa,1992,36690739,337629.4623,165558.6793,88586.054
Spain,1992,39067745,950688.6448,756222.0987,95130.346
Sri Lanka,1992,17426000,62059.1201,13194.73734,5745.811
Sudan,1992,21771781,52214.35962,12972.51445,10601.763
Suriname,1992,418700,4411.364337,1302.020403,
Swaziland,1992,907947,4615.704198,1827.894477,
Sweden,1992,8668067,246093.8429,257803.9338,46543.922
Switzerland,1992,6875364,298825.3955,320400.5163,24844.077
Syria,1992,13187960,,16914.47391,10908.604
Taiwan,1992,,,,
Tajikistan,1992,5523207,12702.00745,2510.596634,4143.179
Tanzania,1992,27236099,26188.46733,7652.919863,10060.703
Thailand,1992,57661001,422826.475,104337.4931,48527.959
Togo,1992,3985364,4787.777825,1537.027929,1309.652
Tonga,1992,95443,362.8243582,188.1051106,
Trinidad & Tobago,1992,1237486,16614.70482,8101.873218,6541.706
Tunisia,1992,8489900,51298.45496,18288.79169,5447.889
Turkey,1992,55815175,612555.1486,286346.9176,53683.247
Turkmenistan,1992,3881973,24853.92717,6522.044018,10382.754
Uganda,1992,18788440,12451.65097,3783.104996,
Ukraine,1992,52150266,450947.3585,113334.2913,219573.521
United Arab Emirates,1992,2012977,217950.5479,91993.93155,22356.943
United Kingdom,1992,57580402,1369406.098,1484464.562,212211.77
United States of America,1992,256514000,9552744.178,8515284.862,1969359.184
Uruguay,1992,3154657,32975.03197,13761.15159,2697.793
Uzbekistan,1992,21449000,55152.05321,9915.544692,45268.019
Vanuatu,1992,155242,391.8171706,285.9360706,
Venezuela,1992,20691641,334032.6442,121402.4347,50527.084
Vietnam,1992,68450100,114086.4385,22899.71907,18901.186
Yemen,1992,13040955,46404.66088,9037.885977,3340.882
Zambia,1992,8229480,19551.77676,5215.633808,5664.597
Zimbabwe,1992,10981267,21163.13692,6816.154958,10176.612
World,1992,5448357753,45903165.55,31499416.82,8627317.674
European Union (15),1992,369143471,10507081.74,9727077.476,1317870.157
European Union (28),1992,475841027,11646174.94,10254702.02,1601498.026
Afghanistan,1993,15175325,,,
Albania,1993,3417280,10481.84939,4025.02683,1330.865
Algeria,1993,28157560,261539.2576,65742.33916,24109.423
Angola,1993,11372156,30288.08922,11074.36792,6273.668
Antigua & Barbuda,1993,64868,1133.294784,649.9730215,
Argentina,1993,33961947,,142163.1913,49934.367
Armenia,1993,3369673,6205.991016,1904.38976,2192.534
Australia,1993,17667000,503804.7255,443713.2345,91174.201
Austria,1993,7905633,246135.9298,228559.7291,25696.45
Azerbaijan,1993,7495000,36021.9645,7061.374608,16303.757
Bahamas,1993,271105,5712.654356,5304.665406,
Bahrain,1993,535711,22314.92961,9696.468813,4656.188
Bangladesh,1993,114897543,130130.8215,32866.44157,13989.482
Barbados,1993,261714,3146.997431,2951.75144,
Belarus,1993,10239000,67967.70888,19575.98458,31502.339
Belgium,1993,10084475,309577.897,286556.7625,49961.423
Belize,1993,198420,1260.216741,634.3859482,
Benin,1993,5582420,7724.5495,2601.10096,1768.917
Bhutan,1993,519056,1330.549168,366.0411944,
Bolivia,1993,7292745,28349.04956,6320.672693,2998.922
Bosnia & Herzegovina,1993,3882548,,,3706.461
Botswana,1993,1505303,12575.4257,5819.262003,1482.557
Brazil,1993,157011131,1582055.624,632932.1292,147960.211
Brunei,1993,279652,21288.3575,7471.59704,2021.235
Bulgaria,1993,8472313,70919.80525,20880.89624,22047.01
Burkina Faso,1993,9552473,8322.351142,2684.076611,
Burundi,1993,6003704,5856.183607,1217.126855,
Cambodia,1993,10077404,10118.1082,2436.535851,
Cameroon,1993,13169247,28818.15041,10887.88544,5259.91
Canada,1993,28833410,851633.8836,757942.1926,220340.031
Cape Verde,1993,379100,651.4919706,342.7981542,
Central African Republic,1993,3125144,2095.926975,1025.391735,
Chad,1993,6542419,6535.644784,2406.095159,
Chile,1993,13958378,157748.2178,70631.07863,15876.049
China,1993,1178440000,2404329.868,747338.1057,928754.811
Colombia,1993,35260456,284554.9387,103742.5871,26199.454
Comoros,1993,443820,788.2385737,319.8945359,
Congo,1993,2578424,13051.85066,4504.95496,807.494
"Congo, Dem. Republic",1993,39257294,20197.13328,7365.482093,12477.611
Cook Islands,1993,,,,
Costa Rica,1993,3312307,27032.66905,11803.4471,2344.942
Cote d'Ivoire,1993,13375363,37232.51155,12983.02724,4967.348
Croatia,1993,4640000,,,6894.458
Cuba,1993,10821551,96426.17777,25904.84293,10861.834
Cyprus,1993,818814,14743.96135,10699.86586,1683.746
Czech Republic,1993,10329855,166928.6846,88886.26878,42239.687
Denmark,1993,5188628,173591.7787,193367.7511,18916.167
Djibouti,1993,641900,,655.0412889,
Dominica,1993,71205,480.5490902,313.4048344,
Dominican Republic,1993,7688196,41323.52012,18958.88838,4417.014
Ecuador,1993,10836327,80763.6271,29108.83761,5761.834
Egypt,1993,59307778,368579.2435,53798.72155,34473.793
El Salvador,1993,5597322,28469.135,11603.34104,2982.47
Equatorial Guinea,1993,413387,1250.593379,473.7797329,
Eritrea,1993,3344626,3930.884233,667.8712794,921.065
Estonia,1993,1494128,14079.23848,6926.122807,5438.332
Ethiopia,1993,53357867,29531.25169,6517.075127,20392.618
Fiji,1993,754923,4661.105288,2229.544006,
Finland,1993,5066447,125165.4646,126193.5906,28459.324
France,1993,59105073,1742431.627,1653852.692,236531.38
Gabon,1993,1025559,19338.31448,7209.213749,1378.485
Gambia,1993,1008242,1516.435703,427.4564655,
Georgia,1993,4911100,11861.84257,3688.529785,7603.971
Germany,1993,81156363,2580593.84,2350209.223,334519.549
Ghana,1993,15907265,31731.94547,6317.217484,5941.748
Greece,1993,10465528,214547.7054,159630.1195,21869.979
Grenada,1993,98302,739.6270781,406.5868796,
Guatemala,1993,9532550,53366.29593,17687.99689,4768.191
Guinea,1993,7136110,7557.976643,1915.50195,
Guinea-Bissau,1993,1089235,1606.653597,548.834955,
Guyana,1993,724014,2896.856336,610.9879229,
Haiti,1993,7544982,,,1563.819
Honduras,1993,5319841,18208.33489,6460.268714,2558.682
Hungary,1993,10357523,149918.1738,74465.82831,25723.986
Iceland,1993,263725,7272.366668,10035.55638,2180.248
India,1993,921107534,1758381.197,391084.3215,350462.308
Indonesia,1993,188019278,961551.621,188012.1539,118453.153
Iran,1993,58982430,565142.7605,117290.1117,87116.672
Iraq,1993,19123947,,,30851.066
Ireland,1993,3576261,79799.85443,84331.34376,10099.836
Israel,1993,5261000,109705.8568,82786.9408,13861.02
Italy,1993,56831821,1708897.224,1472599.867,148444.173
Jamaica,1993,2441024,20659.31048,,2950.918
Japan,1993,124536000,3808146.884,4018752.09,457563.678
Jordan,1993,3906000,28286.09917,7080.248426,3765.75
Kazakhstan,1993,16330419,159245.7561,38450.1156,65623.289
Kenya,1993,25839132,46633.29414,13148.38224,11414.594
Kiribati,1993,74395,105.4642636,69.05701968,
Korea (North),1993,21166238,,,25488.844
Korea (South),1993,44194628,632064.9387,462071.1169,124403.573
Kuwait,1993,,123399.7868,43575.30326,12365.693
Kyrgyzstan,1993,4516700,10235.58477,2057.683868,3870.335
Laos,1993,4625861,8029.626733,1294.439162,
Latvia,1993,2563290,20447.82058,8115.544429,5276.916
Lebanon,1993,2900862,34267.63692,14694.07908,3511.291
Lesotho,1993,1693459,2395.88697,939.485291,
Liberia,1993,2006349,394.3770726,138.9639806,
Libya,1993,4558021,,,11699.672
Lithuania,1993,3682613,36060.36796,15403.25964,9104.342
Luxembourg,1993,397475,24736.86186,22275.3518,3683.378
"Macedonia, FYR",1993,1978999,16577.43472,4924.713991,2772.372
Madagascar,1993,12643864,18492.53992,3670.087657,
Malawi,1993,9800635,6635.043706,1974.593163,
Malaysia,1993,19701410,242410.2138,75125.20118,31523.011
Maldives,1993,233611,,,
Mali,1993,8535338,9464.724871,2828.372901,
Malta,1993,364704,6906.648107,3966.079149,850.481
Mauritania,1993,2202966,5057.539851,1437.571019,
Mauritius,1993,1097374,9370.643609,3759.17285,
Mexico,1993,91653826,1198018.391,634146.3122,129961.858
Moldova,1993,3705000,14004.93388,3507.387644,6096.735
Mongolia,1993,2263224,7540.61449,1482.580137,3123.652
Montenegro,1993,616282,,,
Morocco,1993,26000345,102600.4326,37538.15099,8080.05
Mozambique,1993,14893218,6380.651465,2742.523829,6086.462
Myanmar,1993,44052710,,,10740.471
Namibia,1993,1559480,8980.78625,4298.578343,735.086
Nauru,1993,,,,
Nepal,1993,19551500,25980.90646,4862.643307,6283.94
Netherlands,1993,15290368,482498.7857,461893.7472,68936.007
New Zealand,1993,3572200,83882.15385,73766.78117,14240.36
Nicaragua,1993,4450371,12199.47432,3871.087236,2177.688
Niger,1993,8552812,6968.747559,2282.847934,
Nigeria,1993,103144749,297221.5444,57490.97953,77944.796
Niue,1993,,,,
Norway,1993,4311991,199217.0993,207959.643,23471.252
Oman,1993,2043912,67415.80192,20186.3475,5912.84
Pakistan,1993,120336722,378814.4467,67146.91696,49236.676
Palau,1993,16345,207.9514352,133.9316303,
